AB,C,D,E,F,G,H,I,J,K,L
0x571D850100,"0x2335","0x0057","0x0000","0x0000","P","0x1D85","0x0000","0x0001","0x03E7","0x481C","0x8501"
0x571D860100,"0x2336","0x0057","0x0000","0x0000","P","0x1D86","0x0000","0x0001","0x03E7","0x481D","0x8505"
0x571D920100,"0x2337","0x0057","0x0000","0x0000","P","0x1D92","0x0000","0x0001","0x03E7","0x481E","0x851E"
0x571D930100,"0x2338","0x0057","0x0000","0x0000","P","0x1D93","0x0000","0x0001","0x03E7","0x481F","0x8523"
0x571D990100,"0x2339","0x0057","0x0000","0x0000","P","0x1D99","0x0000","0x0001","0x03E7","0x4820","0x8531"
0x571D9A0100,"0x233A","0x0057","0x0000","0x0000","P","0x1D9A","0x0000","0x0001","0x03E7","0x4821","0x8534"
0x57C0290100,"0x233B","0x0057","0x0000","0x0000","U","0x0029","0x0000","0x0001","0x03E7","0x4822","0xAA4A"
0x57C0380100,"0x233C","0x0057","0x0000","0x0000","U","0x0038","0x0000","0x0001","0x03E7","0x4823","0xAA68"
0x57C1000100,"0x233D","0x0057","0x0000","0x0000","U","0x0100","0x0000","0x0001","0x03E7","0x4824","0xAAA9"
0x57C1110100,"0x233E","0x0057","0x0000","0x0000","U","0x0111","0x0000","0x0001","0x03E7","0x4825","0xAAF7"
0x57C1460100,"0x233F","0x0057","0x0000","0x0000","U","0x0146","0x0000","0x0001","0x03E7","0x4826","0xAB85"
0x57C3110100,"0x2340","0x0057","0x0000","0x0000","U","0x0311","0x0000","0x0001","0x03E7","0x4827","0xAC13"
0x57D2040100,"0x2341","0x0057","0x0000","0x0000","U","0x1204","0x0000","0x0001","0x03E7","0x4828","0xAC9F"
0x57D2060100,"0x2342","0x0057","0x0000","0x0000","U","0x1206","0x0000","0x0001","0x03E7","0x4829","0xACB8"
0x58C0290000,"0x2343","0x0058","0x0000","0x0000","U","0x0029","0x0000","0x0000","0x03E7","0x4513","0xAA4B"
0x58C0380000,"0x2344","0x0058","0x0000","0x0000","U","0x0038","0x0000","0x0000","0x03E7","0x4514","0xAA69"
0x58C1000000,"0x2345","0x0058","0x0000","0x0000","U","0x0100","0x0000","0x0000","0x03E7","0x4515","0xAAAA"
0x58C1100000,"0x2346","0x0058","0x0000","0x0000","U","0x0110","0x0000","0x0000","0x03E7","0x4516","0xAAEA"
0x58C12D0000,"0x2347","0x0058","0x0000","0x0000","U","0x012D","0x0000","0x0000","0x03E7","0x4517","0xAB63"
0x58C1460000,"0x2348","0x0058","0x0000","0x0000","U","0x0146","0x0000","0x0000","0x03E7","0x4518","0xAB86"
0x58C1550000,"0x2349","0x0058","0x0000","0x0000","U","0x0155","0x0000","0x0000","0x03E7","0x4519","0xABC3"
0x58C19B0000,"0x234A","0x0058","0x0000","0x0000","U","0x019B","0x0000","0x0000","0x03E7","0x451A","0xABF9"
0x58C2880000,"0x234B","0x0058","0x0000","0x0000","U","0x0288","0x0000","0x0000","0x03E7","0x451B","0xAC02"
0x58C29A0000,"0x234C","0x0058","0x0000","0x0000","U","0x029A","0x0000","0x0000","0x03E7","0x451C","0xAC0A"
0x58C3120000,"0x234D","0x0058","0x0000","0x0000","U","0x0312","0x0000","0x0000","0x03E7","0x451D","0xAC1C"
0x58C3350000,"0x234E","0x0058","0x0000","0x0000","U","0x0335","0x0000","0x0000","0x03E7","0x451E","0xAC21"
0x5805620000,"0x234F","0x0058","0x0000","0x0000","P","0x0562","0x0000","0x0000","0x03E7","0x446D","0x7EEA"
0x58C5990000,"0x2350","0x0058","0x0000","0x0000","U","0x0599","0x0000","0x0000","0x03E7","0x451F","0xAC74"
0x58062F0000,"0x2351","0x0058","0x0000","0x0000","P","0x062F","0x0000","0x0000","0x03E7","0x446F","0x7F4B"
0x5806B10000,"0x2352","0x0058","0x0000","0x0000","P","0x06B1","0x0000","0x0000","0x03E7","0x4470","0x7F9B"
0x5807B30000,"0x2353","0x0058","0x0000","0x0000","P","0x07B3","0x0000","0x0000","0x03E7","0x4471","0x7FFA"
0x5807B40000,"0x2354","0x0058","0x0000","0x0000","P","0x07B4","0x0000","0x0000","0x03E7","0x4472","0x7FFD"
0x580A270000,"0x2355","0x0058","0x0000","0x0000","P","0x0A27","0x0000","0x0000","0x03E7","0x4473","0x808A"
0x580A7E0000,"0x2356","0x0058","0x0000","0x0000","P","0x0A7E","0x0000","0x0000","0x03E7","0x4474","0x8134"
0x580A7F0000,"0x2357","0x0058","0x0000","0x0000","P","0x0A7F","0x0000","0x0000","0x03E7","0x4475","0x8139"
0x580A820000,"0x2358","0x0058","0x0000","0x0000","P","0x0A82","0x0000","0x0000","0x03E7","0x4476","0x8143"
0x580A940000,"0x2359","0x0058","0x0000","0x0000","P","0x0A94","0x0000","0x0000","0x03E7","0x4477","0x814B"
0x580A970000,"0x235A","0x0058","0x0000","0x0000","P","0x0A97","0x0000","0x0000","0x03E7","0x4478","0x814D"
0x580A9C0000,"0x235B","0x0058","0x0000","0x0000","P","0x0A9C","0x0000","0x0000","0x03E7","0x4479","0x8153"
0x580A9D0000,"0x235C","0x0058","0x0000","0x0000","P","0x0A9D","0x0000","0x0000","0x03E7","0x447A","0x8159"
0x580A9E0000,"0x235D","0x0058","0x0000","0x0000","P","0x0A9E","0x0000","0x0000","0x03E7","0x447B","0x815F"
0x580AA30000,"0x235E","0x0058","0x0000","0x0000","P","0x0AA3","0x0000","0x0000","0x03E7","0x447C","0x8169"
0x580AA60000,"0x235F","0x0058","0x0000","0x0000","P","0x0AA6","0x0000","0x0000","0x03E7","0x447D","0x816F"
0x580AA70000,"0x2360","0x0058","0x0000","0x0000","P","0x0AA7","0x0000","0x0000","0x03E7","0x447E","0x8175"
0x580AC00000,"0x2361","0x0058","0x0000","0x0000","P","0x0AC0","0x0000","0x0000","0x03E7","0x447F","0x8182"
0x580AC10000,"0x2362","0x0058","0x0000","0x0000","P","0x0AC1","0x0000","0x0000","0x03E7","0x4480","0x8188"
0x580AC20000,"0x2363","0x0058","0x0000","0x0000","P","0x0AC2","0x0000","0x0000","0x03E7","0x4481","0x818E"
0x580AC60000,"0x2364","0x0058","0x0000","0x0000","P","0x0AC6","0x0000","0x0000","0x03E7","0x4482","0x8196"
0x580AC70000,"0x2365","0x0058","0x0000","0x0000","P","0x0AC7","0x0000","0x0000","0x03E7","0x4483","0x819C"
0x580AC80000,"0x2366","0x0058","0x0000","0x0000","P","0x0AC8","0x0000","0x0000","0x03E7","0x4484","0x81A2"
0x580ACB0000,"0x2367","0x0058","0x0000","0x0000","P","0x0ACB","0x0000","0x0000","0x03E7","0x4485","0x81A9"
0x580ACC0000,"0x2368","0x0058","0x0000","0x0000","P","0x0ACC","0x0000","0x0000","0x03E7","0x4486","0x81AF"
0x580ACD0000,"0x2369","0x0058","0x0000","0x0000","P","0x0ACD","0x0000","0x0000","0x03E7","0x4487","0x81B5"
0x580AE10000,"0x236A","0x0058","0x0000","0x0000","P","0x0AE1","0x0000","0x0000","0x03E7","0x4488","0x81BB"
0x580AE90000,"0x236B","0x0058","0x0000","0x0000","P","0x0AE9","0x0000","0x0000","0x03E7","0x4489","0x81C2"
0x580AEA0000,"0x236C","0x0058","0x0000","0x0000","P","0x0AEA","0x0000","0x0000","0x03E7","0x448A","0x81C8"
0x580AEB0000,"0x236D","0x0058","0x0000","0x0000","P","0x0AEB","0x0000","0x0000","0x03E7","0x448B","0x81CE"
0x580B0F0000,"0x236E","0x0058","0x0000","0x0000","P","0x0B0F","0x0000","0x0000","0x03E7","0x448C","0x81EF"
0x580B100000,"0x236F","0x0058","0x0000","0x0000","P","0x0B10","0x0000","0x0000","0x03E7","0x448D","0x81F5"
0x580B110000,"0x2370","0x0058","0x0000","0x0000","P","0x0B11","0x0000","0x0000","0x03E7","0x448E","0x81FB"
0x580B3B0000,"0x2371","0x0058","0x0000","0x0000","P","0x0B3B","0x0000","0x0000","0x03E7","0x448F","0x8201"
0x580BC30000,"0x2372","0x0058","0x0000","0x0000","P","0x0BC3","0x0000","0x0000","0x03E7","0x4490","0x8208"
0x580BC40000,"0x2373","0x0058","0x0000","0x0000","P","0x0BC4","0x0000","0x0000","0x03E7","0x4491","0x820E"
0x580BC50000,"0x2374","0x0058","0x0000","0x0000","P","0x0BC5","0x0000","0x0000","0x03E7","0x4492","0x8214"
0x580C340000,"0x2375","0x0058","0x0000","0x0000","P","0x0C34","0x0000","0x0000","0x03E7","0x4493","0x824D"
0x580C350000,"0x2376","0x0058","0x0000","0x0000","P","0x0C35","0x0000","0x0000","0x03E7","0x4494","0x8252"
0x580C360000,"0x2377","0x0058","0x0000","0x0000","P","0x0C36","0x0000","0x0000","0x03E7","0x4495","0x8257"
0x580C7D0000,"0x2378","0x0058","0x0000","0x0000","P","0x0C7D","0x0000","0x0000","0x03E7","0x4496","0x826B"
0x580C7E0000,"0x2379","0x0058","0x0000","0x0000","P","0x0C7E","0x0000","0x0000","0x03E7","0x4497","0x826D"
0x580C7F0000,"0x237A","0x0058","0x0000","0x0000","P","0x0C7F","0x0000","0x0000","0x03E7","0x4498","0x826F"
0x580C820000,"0x237B","0x0058","0x0000","0x0000","P","0x0C82","0x0000","0x0000","0x03E7","0x4499","0x8271"
0x580C830000,"0x237C","0x0058","0x0000","0x0000","P","0x0C83","0x0000","0x0000","0x03E7","0x449A","0x8273"
0x580C840000,"0x237D","0x0058","0x0000","0x0000","P","0x0C84","0x0000","0x0000","0x03E7","0x449B","0x8275"
0x580CF30000,"0x237E","0x0058","0x0000","0x0000","P","0x0CF3","0x0000","0x0000","0x03E7","0x449C","0x827C"
0x580CF40000,"0x237F","0x0058","0x0000","0x0000","P","0x0CF4","0x0000","0x0000","0x03E7","0x449D","0x827D"
0x580CF90000,"0x2380","0x0058","0x0000","0x0000","P","0x0CF9","0x0000","0x0000","0x03E7","0x449E","0x827E"
0x580D210000,"0x2381","0x0058","0x0000","0x0000","P","0x0D21","0x0000","0x0000","0x03E7","0x449F","0x827F"
0x580D240000,"0x2382","0x0058","0x0000","0x0000","P","0x0D24","0x0000","0x0000","0x03E7","0x44A0","0x8280"
0x580D270000,"0x2383","0x0058","0x0000","0x0000","P","0x0D27","0x0000","0x0000","0x03E7","0x44A1","0x8281"
0x580D280000,"0x2384","0x0058","0x0000","0x0000","P","0x0D28","0x0000","0x0000","0x03E7","0x44A2","0x8282"
0x580D2A0000,"0x2385","0x0058","0x0000","0x0000","P","0x0D2A","0x0000","0x0000","0x03E7","0x44A3","0x8283"
0x580D380000,"0x2386","0x0058","0x0000","0x0000","P","0x0D38","0x0000","0x0000","0x03E7","0x44A4","0x828B"
0x580D3D0000,"0x2387","0x0058","0x0000","0x0000","P","0x0D3D","0x0000","0x0000","0x03E7","0x44A5","0x828C"
0x580D4C0000,"0x2388","0x0058","0x0000","0x0000","P","0x0D4C","0x0000","0x0000","0x03E7","0x44A6","0x828D"
0x580D510000,"0x2389","0x0058","0x0000","0x0000","P","0x0D51","0x0000","0x0000","0x03E7","0x44A7","0x828E"
0x580D570000,"0x238A","0x0058","0x0000","0x0000","P","0x0D57","0x0000","0x0000","0x03E7","0x44A8","0x828F"
0x580D580000,"0x238B","0x0058","0x0000","0x0000","P","0x0D58","0x0000","0x0000","0x03E7","0x44A9","0x8290"
0x580D590000,"0x238C","0x0058","0x0000","0x0000","P","0x0D59","0x0000","0x0000","0x03E7","0x44AA","0x8291"
0x580D670000,"0x238D","0x0058","0x0000","0x0000","P","0x0D67","0x0000","0x0000","0x03E7","0x44AB","0x8292"
0x580D850000,"0x238E","0x0058","0x0000","0x0000","P","0x0D85","0x0000","0x0000","0x03E7","0x44AC","0x8293"
0x580D9A0000,"0x238F","0x0058","0x0000","0x0000","P","0x0D9A","0x0000","0x0000","0x03E7","0x44AD","0x8294"
0x580D9B0000,"0x2390","0x0058","0x0000","0x0000","P","0x0D9B","0x0000","0x0000","0x03E7","0x44AE","0x8295"
0x580D9C0000,"0x2391","0x0058","0x0000","0x0000","P","0x0D9C","0x0000","0x0000","0x03E7","0x44AF","0x8296"
0x580DA80000,"0x2392","0x0058","0x0000","0x0000","P","0x0DA8","0x0000","0x0000","0x03E7","0x44B0","0x829D"
0x580DE60000,"0x2393","0x0058","0x0000","0x0000","P","0x0DE6","0x0000","0x0000","0x03E7","0x44B1","0x82A3"
0x580DE70000,"0x2394","0x0058","0x0000","0x0000","P","0x0DE7","0x0000","0x0000","0x03E7","0x44B2","0x82A9"
0x58D2040000,"0x2395","0x0058","0x0000","0x0000","U","0x1204","0x0000","0x0000","0x03E7","0x4520","0xACA0"
0x58D2050000,"0x2396","0x0058","0x0000","0x0000","U","0x1205","0x0000","0x0000","0x03E7","0x4521","0xACAE"
0x58D2070000,"0x2397","0x0058","0x0000","0x0000","U","0x1207","0x0000","0x0000","0x03E7","0x4522","0xACC5"
0x58D2200000,"0x2398","0x0058","0x0000","0x0000","U","0x1220","0x0000","0x0000","0x03E7","0x4523","0xACCB"
0x58D2A40000,"0x2399","0x0058","0x0000","0x0000","U","0x12A4","0x0000","0x0000","0x03E7","0x4524","0xADAB"
0x58D2A50000,"0x239A","0x0058","0x0000","0x0000","U","0x12A5","0x0000","0x0000","0x03E7","0x4525","0xADAF"
0x5814480000,"0x239B","0x0058","0x0000","0x0000","P","0x1448","0x0000","0x0000","0x03E7","0x44B4","0x831E"
0x5815860000,"0x239C","0x0058","0x0000","0x0000","P","0x1586","0x0000","0x0000","0x03E7","0x44B5","0x8340"
0x5816730000,"0x239D","0x0058","0x0000","0x0000","P","0x1673","0x0000","0x0000","0x03E7","0x44B6","0x837F"
0x5816C30000,"0x239E","0x0058","0x0000","0x0000","P","0x16C3","0x0000","0x0000","0x03E7","0x44B7","0x8391"
0x581D000000,"0x239F","0x0058","0x0000","0x0000","P","0x1D00","0x0000","0x0000","0x03E7","0x44B8","0x8454"
0x581D010000,"0x23A0","0x0058","0x0000","0x0000","P","0x1D01","0x0000","0x0000","0x03E7","0x44B9","0x8459"
0x581D030000,"0x23A1","0x0058","0x0000","0x0000","P","0x1D03","0x0000","0x0000","0x03E7","0x44BA","0x8462"
0x581D090000,"0x23A2","0x0058","0x0000","0x0000","P","0x1D09","0x0000","0x0000","0x03E7","0x44BB","0x8464"
0x581D0E0000,"0x23A3","0x0058","0x0000","0x0000","P","0x1D0E","0x0000","0x0000","0x03E7","0x44BC","0x8469"
0x581D200000,"0x23A4","0x0058","0x0000","0x0000","P","0x1D20","0x0000","0x0000","0x03E7","0x44BD","0x846E"
0x581D210000,"0x23A5","0x0058","0x0000","0x0000","P","0x1D21","0x0000","0x0000","0x03E7","0x44BE","0x846F"
0x581D220000,"0x23A6","0x0058","0x0000","0x0000","P","0x1D22","0x0000","0x0000","0x03E7","0x44BF","0x8470"
0x581D230000,"0x23A7","0x0058","0x0000","0x0000","P","0x1D23","0x0000","0x0000","0x03E7","0x44C0","0x8471"
0x581D250000,"0x23A8","0x0058","0x0000","0x0000","P","0x1D25","0x0000","0x0000","0x03E7","0x44C1","0x8472"
0x581D2B0000,"0x23A9","0x0058","0x0000","0x0000","P","0x1D2B","0x0000","0x0000","0x03E7","0x44C2","0x8473"
0x581D2C0000,"0x23AA","0x0058","0x0000","0x0000","P","0x1D2C","0x0000","0x0000","0x03E7","0x44C3","0x8474"
0x581D2D0000,"0x23AB","0x0058","0x0000","0x0000","P","0x1D2D","0x0000","0x0000","0x03E7","0x44C4","0x8475"
0x581D2E0000,"0x23AC","0x0058","0x0000","0x0000","P","0x1D2E","0x0000","0x0000","0x03E7","0x44C5","0x8476"
0x581D2F0000,"0x23AD","0x0058","0x0000","0x0000","P","0x1D2F","0x0000","0x0000","0x03E7","0x44C6","0x8477"
0x581D300000,"0x23AE","0x0058","0x0000","0x0000","P","0x1D30","0x0000","0x0000","0x03E7","0x44C7","0x8478"
0x581D610000,"0x23AF","0x0058","0x0000","0x0000","P","0x1D61","0x0000","0x0000","0x03E7","0x44D5","0x84A3"
0x581D620000,"0x23B0","0x0058","0x0000","0x0000","P","0x1D62","0x0000","0x0000","0x03E7","0x44D6","0x84A5"
0x581D630000,"0x23B1","0x0058","0x0000","0x0000","P","0x1D63","0x0000","0x0000","0x03E7","0x44D7","0x84A7"
0x581D640000,"0x23B2","0x0058","0x0000","0x0000","P","0x1D64","0x0000","0x0000","0x03E7","0x44D8","0x84AC"
0x581D650000,"0x23B3","0x0058","0x0000","0x0000","P","0x1D65","0x0000","0x0000","0x03E7","0x44D9","0x84B2"
0x581D670000,"0x23B4","0x0058","0x0000","0x0000","P","0x1D67","0x0000","0x0000","0x03E7","0x44DA","0x84B6"
0x581D680000,"0x23B5","0x0058","0x0000","0x0000","P","0x1D68","0x0000","0x0000","0x03E7","0x44DB","0x84B8"
0x581DC50000,"0x23B6","0x0058","0x0000","0x0000","P","0x1DC5","0x0000","0x0000","0x03E7","0x44DC","0x8556"
0x581DC60000,"0x23B7","0x0058","0x0000","0x0000","P","0x1DC6","0x0000","0x0000","0x03E7","0x44DD","0x8558"
0x581DC70000,"0x23B8","0x0058","0x0000","0x0000","P","0x1DC7","0x0000","0x0000","0x03E7","0x44DE","0x855D"
0x581DFD0000,"0x23B9","0x0058","0x0000","0x0000","P","0x1DFD","0x0000","0x0000","0x03E7","0x44DF","0x856E"
0x581DFE0000,"0x23BA","0x0058","0x0000","0x0000","P","0x1DFE","0x0000","0x0000","0x03E7","0x44E0","0x856F"
0x581DFF0000,"0x23BB","0x0058","0x0000","0x0000","P","0x1DFF","0x0000","0x0000","0x03E7","0x44E1","0x8573"
0x5806020000,"0x23BC","0x0058","0x0000","0x0000","P","0x0602","0x0000","0x0000","0x03E7","0x446E","0x7F14"
0x581D450000,"0x23BD","0x0058","0x0000","0x0000","P","0x1D45","0x0000","0x0000","0x03E7","0x44CD","0x848C"
0x581D400000,"0x23BE","0x0058","0x0000","0x0000","P","0x1D40","0x0000","0x0000","0x03E7","0x44C8","0x8482"
0x581D410000,"0x23BF","0x0058","0x0000","0x0000","P","0x1D41","0x0000","0x0000","0x03E7","0x44C9","0x8484"
0x581D440000,"0x23C0","0x0058","0x0000","0x0000","P","0x1D44","0x0000","0x0000","0x03E7","0x44CC","0x848A"
0x581D490000,"0x23C1","0x0058","0x0000","0x0000","P","0x1D49","0x0000","0x0000","0x03E7","0x44D0","0x8490"
0x581D4A0000,"0x23C2","0x0058","0x0000","0x0000","P","0x1D4A","0x0000","0x0000","0x03E7","0x44D1","0x8492"
0x581D430000,"0x23C3","0x0058","0x0000","0x0000","P","0x1D43","0x0000","0x0000","0x03E7","0x44CB","0x8488"
0x581D470000,"0x23C4","0x0058","0x0000","0x0000","P","0x1D47","0x0000","0x0000","0x03E7","0x44CE","0x848D"
0x581D480000,"0x23C5","0x0058","0x0000","0x0000","P","0x1D48","0x0000","0x0000","0x03E7","0x44CF","0x848E"
0x581D420000,"0x23C6","0x0058","0x0000","0x0000","P","0x1D42","0x0000","0x0000","0x03E7","0x44CA","0x8486"
0x581D4F0000,"0x23C7","0x0058","0x0000","0x0000","P","0x1D4F","0x0000","0x0000","0x03E7","0x44D3","0x8495"
0x581D500000,"0x23C8","0x0058","0x0000","0x0000","P","0x1D50","0x0000","0x0000","0x03E7","0x44D4","0x8497"
0x581D4E0000,"0x23C9","0x0058","0x0000","0x0000","P","0x1D4E","0x0000","0x0000","0x03E7","0x44D2","0x8494"
0x5814470000,"0x23CA","0x0058","0x0000","0x0000","P","0x1447","0x0000","0x0000","0x03E7","0x44B3","0x831B"
0x58C0290100,"0x23CB","0x0058","0x0000","0x0000","U","0x0029","0x0000","0x0001","0x03E7","0x4513","0xAA4B"
0x58C0380100,"0x23CC","0x0058","0x0000","0x0000","U","0x0038","0x0000","0x0001","0x03E7","0x4514","0xAA69"
0x58C1000100,"0x23CD","0x0058","0x0000","0x0000","U","0x0100","0x0000","0x0001","0x03E7","0x4515","0xAAAA"
0x58C1100100,"0x23CE","0x0058","0x0000","0x0000","U","0x0110","0x0000","0x0001","0x03E7","0x4516","0xAAEA"
0x58C12D0100,"0x23CF","0x0058","0x0000","0x0000","U","0x012D","0x0000","0x0001","0x03E7","0x4517","0xAB63"
0x58C1460100,"0x23D0","0x0058","0x0000","0x0000","U","0x0146","0x0000","0x0001","0x03E7","0x4518","0xAB86"
0x58C1550100,"0x23D1","0x0058","0x0000","0x0000","U","0x0155","0x0000","0x0001","0x03E7","0x4519","0xABC3"
0x58C19B0100,"0x23D2","0x0058","0x0000","0x0000","U","0x019B","0x0000","0x0001","0x03E7","0x451A","0xABF9"
0x58C2880100,"0x23D3","0x0058","0x0000","0x0000","U","0x0288","0x0000","0x0001","0x03E7","0x451B","0xAC02"
0x58C29A0100,"0x23D4","0x0058","0x0000","0x0000","U","0x029A","0x0000","0x0001","0x03E7","0x451C","0xAC0A"
0x58C3120100,"0x23D5","0x0058","0x0000","0x0000","U","0x0312","0x0000","0x0001","0x03E7","0x451D","0xAC1C"
0x58C3350100,"0x23D6","0x0058","0x0000","0x0000","U","0x0335","0x0000","0x0001","0x03E7","0x451E","0xAC21"
0x5805620100,"0x23D7","0x0058","0x0000","0x0000","P","0x0562","0x0000","0x0001","0x03E7","0x446D","0x7EEA"
0x58C5990100,"0x23D8","0x0058","0x0000","0x0000","U","0x0599","0x0000","0x0001","0x03E7","0x451F","0xAC74"
0x58062F0100,"0x23D9","0x0058","0x0000","0x0000","P","0x062F","0x0000","0x0001","0x03E7","0x446F","0x7F4B"
0x5806B10100,"0x23DA","0x0058","0x0000","0x0000","P","0x06B1","0x0000","0x0001","0x03E7","0x4470","0x7F9B"
0x5807B30100,"0x23DB","0x0058","0x0000","0x0000","P","0x07B3","0x0000","0x0001","0x03E7","0x4471","0x7FFA"
0x5807B40100,"0x23DC","0x0058","0x0000","0x0000","P","0x07B4","0x0000","0x0001","0x03E7","0x4472","0x7FFD"
0x580A270100,"0x23DD","0x0058","0x0000","0x0000","P","0x0A27","0x0000","0x0001","0x03E7","0x4473","0x808A"
0x580A7E0100,"0x23DE","0x0058","0x0000","0x0000","P","0x0A7E","0x0000","0x0001","0x03E7","0x4474","0x8134"
0x580A7F0100,"0x23DF","0x0058","0x0000","0x0000","P","0x0A7F","0x0000","0x0001","0x03E7","0x4475","0x8139"
0x580A820100,"0x23E0","0x0058","0x0000","0x0000","P","0x0A82","0x0000","0x0001","0x03E7","0x4476","0x8143"
0x580A940100,"0x23E1","0x0058","0x0000","0x0000","P","0x0A94","0x0000","0x0001","0x03E7","0x4477","0x814B"
0x580A970100,"0x23E2","0x0058","0x0000","0x0000","P","0x0A97","0x0000","0x0001","0x03E7","0x4478","0x814D"
0x580A9C0100,"0x23E3","0x0058","0x0000","0x0000","P","0x0A9C","0x0000","0x0001","0x03E7","0x4479","0x8153"
0x580A9D0100,"0x23E4","0x0058","0x0000","0x0000","P","0x0A9D","0x0000","0x0001","0x03E7","0x447A","0x8159"
0x580A9E0100,"0x23E5","0x0058","0x0000","0x0000","P","0x0A9E","0x0000","0x0001","0x03E7","0x447B","0x815F"
0x580AA30100,"0x23E6","0x0058","0x0000","0x0000","P","0x0AA3","0x0000","0x0001","0x03E7","0x447C","0x8169"
0x580AA60100,"0x23E7","0x0058","0x0000","0x0000","P","0x0AA6","0x0000","0x0001","0x03E7","0x447D","0x816F"
0x580AA70100,"0x23E8","0x0058","0x0000","0x0000","P","0x0AA7","0x0000","0x0001","0x03E7","0x447E","0x8175"
0x580AC00100,"0x23E9","0x0058","0x0000","0x0000","P","0x0AC0","0x0000","0x0001","0x03E7","0x447F","0x8182"
0x580AC10100,"0x23EA","0x0058","0x0000","0x0000","P","0x0AC1","0x0000","0x0001","0x03E7","0x4480","0x8188"
0x580AC20100,"0x23EB","0x0058","0x0000","0x0000","P","0x0AC2","0x0000","0x0001","0x03E7","0x4481","0x818E"
0x580AC60100,"0x23EC","0x0058","0x0000","0x0000","P","0x0AC6","0x0000","0x0001","0x03E7","0x4482","0x8196"
0x580AC70100,"0x23ED","0x0058","0x0000","0x0000","P","0x0AC7","0x0000","0x0001","0x03E7","0x4483","0x819C"
0x580AC80100,"0x23EE","0x0058","0x0000","0x0000","P","0x0AC8","0x0000","0x0001","0x03E7","0x4484","0x81A2"
0x580ACB0100,"0x23EF","0x0058","0x0000","0x0000","P","0x0ACB","0x0000","0x0001","0x03E7","0x4485","0x81A9"
0x580ACC0100,"0x23F0","0x0058","0x0000","0x0000","P","0x0ACC","0x0000","0x0001","0x03E7","0x4486","0x81AF"
0x580ACD0100,"0x23F1","0x0058","0x0000","0x0000","P","0x0ACD","0x0000","0x0001","0x03E7","0x4487","0x81B5"
0x580AE10100,"0x23F2","0x0058","0x0000","0x0000","P","0x0AE1","0x0000","0x0001","0x03E7","0x4488","0x81BB"
0x580AE90100,"0x23F3","0x0058","0x0000","0x0000","P","0x0AE9","0x0000","0x0001","0x03E7","0x4489","0x81C2"
0x580AEA0100,"0x23F4","0x0058","0x0000","0x0000","P","0x0AEA","0x0000","0x0001","0x03E7","0x448A","0x81C8"
0x580AEB0100,"0x23F5","0x0058","0x0000","0x0000","P","0x0AEB","0x0000","0x0001","0x03E7","0x448B","0x81CE"
0x580B0F0100,"0x23F6","0x0058","0x0000","0x0000","P","0x0B0F","0x0000","0x0001","0x03E7","0x448C","0x81EF"
0x580B100100,"0x23F7","0x0058","0x0000","0x0000","P","0x0B10","0x0000","0x0001","0x03E7","0x448D","0x81F5"
0x580B110100,"0x23F8","0x0058","0x0000","0x0000","P","0x0B11","0x0000","0x0001","0x03E7","0x448E","0x81FB"
0x580B3B0100,"0x23F9","0x0058","0x0000","0x0000","P","0x0B3B","0x0000","0x0001","0x03E7","0x448F","0x8201"
0x580BC30100,"0x23FA","0x0058","0x0000","0x0000","P","0x0BC3","0x0000","0x0001","0x03E7","0x4490","0x8208"
0x580BC40100,"0x23FB","0x0058","0x0000","0x0000","P","0x0BC4","0x0000","0x0001","0x03E7","0x4491","0x820E"
0x580BC50100,"0x23FC","0x0058","0x0000","0x0000","P","0x0BC5","0x0000","0x0001","0x03E7","0x4492","0x8214"
0x580C340100,"0x23FD","0x0058","0x0000","0x0000","P","0x0C34","0x0000","0x0001","0x03E7","0x4493","0x824D"
0x580C350100,"0x23FE","0x0058","0x0000","0x0000","P","0x0C35","0x0000","0x0001","0x03E7","0x4494","0x8252"
0x580C360100,"0x23FF","0x0058","0x0000","0x0000","P","0x0C36","0x0000","0x0001","0x03E7","0x4495","0x8257"
0x580C7D0100,"0x2400","0x0058","0x0000","0x0000","P","0x0C7D","0x0000","0x0001","0x03E7","0x4496","0x826B"
0x580C7E0100,"0x2401","0x0058","0x0000","0x0000","P","0x0C7E","0x0000","0x0001","0x03E7","0x4497","0x826D"
0x580C7F0100,"0x2402","0x0058","0x0000","0x0000","P","0x0C7F","0x0000","0x0001","0x03E7","0x4498","0x826F"
0x580C820100,"0x2403","0x0058","0x0000","0x0000","P","0x0C82","0x0000","0x0001","0x03E7","0x4499","0x8271"
0x580C830100,"0x2404","0x0058","0x0000","0x0000","P","0x0C83","0x0000","0x0001","0x03E7","0x449A","0x8273"
0x580C840100,"0x2405","0x0058","0x0000","0x0000","P","0x0C84","0x0000","0x0001","0x03E7","0x449B","0x8275"
